time,device_id,temperature_1,temperature_2,temperature_3,humidity,light_cycle_duration,temp_change_1,temp_change_2,temp_change_3,humidity_change
2024-07-30T23:46:59.128292091Z,eui-a8610a343237920e,8.6,11.7,7,68,,,,,
2024-07-30T23:56:50.710880289Z,eui-a8610a343237920e,8.6,12,7.3,68,,,,,
2024-07-31T00:06:50.374756427Z,eui-a8610a343237920e,10.1,12.6,6.6,73.5,5,,,,
2024-07-31T00:16:50.986260865Z,eui-a8610a343237920e,9.9,11.8,5.6,70.5,,,,,
2024-07-31T00:26:51.703353279Z,eui-a8610a343237920e,9.9,11.3,5,70.5,,,,,
2024-07-31T00:36:52.47114619Z,eui-a8610a343237920e,9.9,10.9,4.6,70.5,,,,,
2024-07-31T00:46:53.056689841Z,eui-a8610a343237920e,9.9,10.6,4.3,70.5,,,,,
2024-07-31T00:56:53.888112412Z,eui-a8610a343237920e,9.9,10.3,4,70.5,,,,,
2024-07-31T01:07:03.789352409Z,eui-a8610a343237920e,9.9,10.1,3.7,70.5,,,,,
2024-07-31T01:16:55.682896431Z,eui-a8610a343237920e,9.9,9.8,3.5,70.5,,,,,
2024-07-31T01:26:56.66596869Z,eui-a8610a343237920e,9.9,9.6,3.3,70.5,,,,,
2024-07-31T01:36:57.584461419Z,eui-a8610a343237920e,9.9,9.5,3.2,70.5,,,,,
2024-07-31T01:46:58.545789421Z,eui-a8610a343237920e,9.9,9.3,3.1,70.5,,,,,
2024-07-31T01:58:29.042207966Z,eui-a8610a343237920e,9.9,9.2,2.9,70.5,,,,,
2024-07-31T02:07:00.858132898Z,eui-a8610a343237920e,9.9,9.1,2.8,70.5,,,,,
2024-07-31T02:17:01.956937954Z,eui-a8610a343237920e,9.9,9,2.7,70.5,,,,,
2024-07-31T02:27:02.971492896Z,eui-a8610a343237920e,9.9,8.8,2.6,70.5,,,,,
2024-07-31T02:37:03.623408845Z,eui-a8610a343237920e,9.9,8.7,2.5,70.5,,,,,
2024-07-31T02:47:04.711291216Z,eui-a8610a343237920e,9.9,8.7,2.4,70.5,,,,,
2024-07-31T02:58:52.396259321Z,eui-a8610a343237920e,9.9,8.6,2.3,70.5,,,,,
2024-07-31T03:07:07.870061201Z,eui-a8610a343237920e,9.9,8.5,2.2,70.5,,,,,
2024-07-31T03:23:14.605361779Z,eui-a8610a343237920e,9.9,8.4,2.2,70.5,,,,,
2024-07-31T03:27:11.172953496Z,eui-a8610a343237920e,9.9,8.4,2.1,70.5,,,,,
2024-07-31T03:37:12.314349726Z,eui-a8610a343237920e,9.9,8.3,2,70.5,,,,,
2024-07-31T03:47:13.523603667Z,eui-a8610a343237920e,9.9,8.3,2,70.5,,,,,
2024-07-31T04:07:26.578831916Z,eui-a8610a343237920e,9.9,8.2,1.8,70.5,,,,,
2024-07-31T04:17:16.75507333Z,eui-a8610a343237920e,9.9,8.2,1.8,70.5,,,,,
2024-07-31T04:37:18.927596165Z,eui-a8610a343237920e,9.9,8,1.7,70.5,,,,,
2024-07-31T04:57:20.96544382Z,eui-a8610a343237920e,9.9,7.9,1.5,70.5,,,,,
2024-07-31T05:07:32.208287907Z,eui-a8610a343237920e,9.9,7.8,1.4,70.5,,,,,
2024-07-31T05:38:55.001796764Z,eui-a8610a343237920e,9.9,7.6,1.3,70.5,,,,,
2024-07-31T05:47:26.525414675Z,eui-a8610a343237920e,9.9,7.5,1.2,70.5,,,,,
2024-07-31T05:57:39.881159884Z,eui-a8610a343237920e,9.9,7.4,1.1,70.5,,,,,
2024-07-31T06:17:30.145303376Z,eui-a8610a343237920e,9.9,7.2,1,70.5,,,,,
2024-07-31T06:37:32.447954532Z,eui-a8610a343237920e,9.9,7.1,0.9,70.5,,,,,
2024-07-31T06:57:45.705310981Z,eui-a8610a343237920e,9.9,7,0.8,70.5,,,,,
2024-07-31T07:17:36.924864039Z,eui-a8610a343237920e,9.9,7.7,2.9,70.5,,,,,
2024-07-31T07:37:50.886804601Z,eui-a8610a343237920e,9.9,8.7,4.2,70.5,,,,,
2024-07-31T08:01:30.727493793Z,eui-a8610a343237920e,9.9,9.4,4.9,70.5,,,,,
2024-07-31T08:17:52.056591601Z,eui-a8610a343237920e,9.9,10.1,5.5,70.5,,,,,
2024-07-31T09:07:45.969347894Z,eui-a8610a343237920e,9.9,9.5,3.2,70.5,,,,,
2024-07-31T09:31:37.967964681Z,eui-a8610a343237920e,9.9,9,2.6,70.5,,,,,
2024-07-31T09:37:58.971240818Z,eui-a8610a343237920e,9.9,8.8,2.4,70.5,,,,,
2024-07-31T09:57:49.804414494Z,eui-a8610a343237920e,6.6,9.2,2.5,74.5,4,,0.1,,
2024-07-31T10:07:50.864642714Z,eui-a8610a343237920e,6.6,8.8,2.3,74.5,,,,,
2024-07-31T10:18:01.901056714Z,eui-a8610a343237920e,6.6,8.6,2.1,74.5,,,,,
2024-07-31T10:27:52.026648424Z,eui-a8610a343237920e,6.6,8.5,2,74.5,,,,,
2024-07-31T10:37:53.199618273Z,eui-a8610a343237920e,6.6,8.4,1.9,74.5,,,,,
2024-07-31T10:47:54.335234094Z,eui-a8610a343237920e,6.6,8.3,1.9,74.5,,,,,
2024-07-31T10:58:04.469215495Z,eui-a8610a343237920e,6.6,8.2,1.8,74.5,,,,,
2024-07-31T11:10:01.063903036Z,eui-a8610a343237920e,6.6,8.1,1.7,74.5,,,,,
2024-07-31T11:18:06.758169469Z,eui-a8610a343237920e,6.6,8.1,1.7,74.5,,,,,
2024-07-31T11:27:58.897975124Z,eui-a8610a343237920e,6.6,8,1.6,74.5,,,,,
2024-07-31T11:37:59.988833886Z,eui-a8610a343237920e,6.6,8,1.6,74.5,,,,,
2024-07-31T11:48:10.106155094Z,eui-a8610a343237920e,6.6,8,1.6,74.5,,,,,
2024-07-31T11:58:12.218951562Z,eui-a8610a343237920e,6.6,7.9,1.6,74.5,,,,,
2024-07-31T12:18:00.515731331Z,eui-a8610a343237920e,6.6,7.9,1.5,74.5,,,,,
2024-07-31T12:35:47.020018607Z,eui-a8610a343237920e,6.6,7.8,1.4,74.5,,,,,
2024-07-31T12:39:37.191594854Z,eui-a8610a343237920e,6.6,7.8,1.4,74.5,,,,,
2024-07-31T12:48:19.815834336Z,eui-a8610a343237920e,6.6,7.8,1.4,74.5,,,,,
2024-07-31T12:58:09.95410958Z,eui-a8610a343237920e,6.6,7.7,1.3,74.5,,,,,
2024-07-31T13:12:11.317619406Z,eui-a8610a343237920e,6.6,7.7,1.3,74.5,,,,,
2024-07-31T13:29:48.322668486Z,eui-a8610a343237920e,6.6,8.3,3,74.5,,,,,
2024-07-31T13:49:44.708720983Z,eui-a8610a343237920e,6.6,9.6,4.7,74.5,,,,,
2024-07-31T13:58:15.730253413Z,eui-a8610a343237920e,6.6,10.6,5.5,74.5,,,,,
2024-07-31T14:08:16.557730514Z,eui-a8610a343237920e,6.6,11,5.9,74.5,,,,,
2024-07-31T14:39:48.670054382Z,eui-a8610a343237920e,6.6,10.6,4.4,74.5,,,,,
2024-07-31T14:59:50.351774816Z,eui-a8610a343237920e,6.6,10,3.5,74.5,,,,,
2024-07-31T15:56:17.520694671Z,eui-a8610a343237920e,6.6,9.2,2.6,74.5,,,,,
2024-07-31T15:59:55.728730008Z,eui-a8610a343237920e,8.2,12.1,3.8,91,7,,,,
2024-07-31T16:10:29.19809416Z,eui-a8610a343237920e,7.5,10.3,3.2,68,,,,,
2024-07-31T16:18:26.787928346Z,eui-a8610a343237920e,7.5,9.9,3,68,,,,,
2024-07-31T16:28:27.874260266Z,eui-a8610a343237920e,7.5,9.6,2.9,68,,,,,
2024-07-31T16:48:40.63158976Z,eui-a8610a343237920e,7.5,9.2,2.6,68,,,,,
2024-07-31T17:02:20.860198522Z,eui-a8610a343237920e,7.5,9.1,2.5,68,,,,,
2024-07-31T17:32:34.930940499Z,eui-a8610a343237920e,7.5,8.8,2.3,68,,,,,
2024-07-31T17:38:45.783600105Z,eui-a8610a343237920e,7.5,8.7,2.2,68,,,,,
2024-07-31T17:56:16.28842313Z,eui-a8610a343237920e,7.5,8.7,2.2,68,,,,,
2024-07-31T18:00:06.478934482Z,eui-a8610a343237920e,7.5,8.6,2.1,68,,,,,
2024-07-31T18:48:42.077371879Z,eui-a8610a343237920e,7.5,8.3,1.8,68,,,,,
2024-07-31T19:08:44.089670167Z,eui-a8610a343237920e,7.5,8.2,1.7,68,,,,,
2024-07-31T20:06:29.948415276Z,eui-a8610a343237920e,7.5,8,1.5,68,,,,,
2024-07-31T20:14:10.362140433Z,eui-a8610a343237920e,7.5,7.9,1.5,68,,,,,
2024-07-31T20:26:32.310652726Z,eui-a8610a343237920e,7.5,7.9,1.4,68,,,,,
2024-07-31T20:52:54.651316709Z,eui-a8610a343237920e,8.8,12,5.6,79.5,,,,,
2024-07-31T21:12:55.998282856Z,eui-a8610a343237920e,8.9,11.9,5.6,75,3,,,,
2024-07-31T21:59:07.045305515Z,eui-a8610a343237920e,13.7,15,9.5,94,39,,,,
2024-07-31T22:08:56.478221406Z,eui-a8610a343237920e,11.6,14.1,8,74.5,,,,,
2024-07-31T22:38:57.202855686Z,eui-a8610a343237920e,11.1,12.2,5.9,71.5,,,,,
2024-07-31T22:49:07.950071477Z,eui-a8610a343237920e,11.1,11.9,5.7,71.5,,,,,
2024-07-31T23:09:09.354644189Z,eui-a8610a343237920e,11.1,11.4,5.2,71.5,,,,,
2024-07-31T23:19:09.060969182Z,eui-a8610a343237920e,11.1,11.2,5.1,71.5,,,,,
2024-07-31T23:28:57.852117971Z,eui-a8610a343237920e,11.1,11,4.9,71.5,,,,,
2024-07-31T23:38:57.604601053Z,eui-a8610a343237920e,11.1,10.8,4.8,71.5,,,,,
2024-07-31T23:49:07.424684749Z,eui-a8610a343237920e,11.1,10.7,4.6,71.5,,,,,
2024-07-31T23:59:07.174484948Z,eui-a8610a343237920e,11.1,10.5,4.5,71.5,,,,,
2024-08-01T00:08:56.97445278Z,eui-a8610a343237920e,11.1,10.4,4.3,71.5,,,,,
2024-08-01T00:18:56.839584944Z,eui-a8610a343237920e,11.1,10.3,4.2,71.5,,,,,
2024-08-01T00:29:06.707634417Z,eui-a8610a343237920e,11.1,10.1,4.1,71.5,,,,,
2024-08-01T00:38:56.554910563Z,eui-a8610a343237920e,11.1,10,4,71.5,,,,,
2024-08-01T00:48:56.469722868Z,eui-a8610a343237920e,11.1,9.9,3.9,71.5,,,,,
2024-08-01T01:05:02.99365946Z,eui-a8610a343237920e,11.1,9.8,3.7,71.5,,,,,
2024-08-01T01:12:47.570314233Z,eui-a8610a343237920e,11.1,9.7,3.7,71.5,,,,,
2024-08-01T01:18:57.283047041Z,eui-a8610a343237920e,11.1,9.6,3.5,71.5,,,,,
2024-08-01T01:28:57.257795964Z,eui-a8610a343237920e,11.1,9.5,3.4,71.5,,,,,
2024-08-01T01:39:09.265632973Z,eui-a8610a343237920e,11.1,9.4,3.3,71.5,,,,,
2024-08-01T01:52:47.473106232Z,eui-a8610a343237920e,11.1,9.3,3.2,71.5,,,,,
2024-08-01T01:59:08.236849731Z,eui-a8610a343237920e,11.1,9.2,3.2,71.5,,,,,
2024-08-01T02:12:47.462474627Z,eui-a8610a343237920e,11.1,9.1,3.1,71.5,,,,,
2024-08-01T02:18:57.219452854Z,eui-a8610a343237920e,11.1,9,3,71.5,,,,,
2024-08-01T02:28:57.281492881Z,eui-a8610a343237920e,11.1,8.9,2.9,71.5,,,,,
2024-08-01T02:38:57.194096751Z,eui-a8610a343237920e,11.1,8.9,2.8,71.5,,,,,
2024-08-01T02:52:58.417696791Z,eui-a8610a343237920e,11.1,8.8,2.8,71.5,,,,,
2024-08-01T03:02:47.428807177Z,eui-a8610a343237920e,11.1,8.7,2.6,71.5,,,,,
2024-08-01T03:12:47.423602856Z,eui-a8610a343237920e,11.1,8.6,2.6,71.5,,,,,
2024-08-01T03:18:57.240615262Z,eui-a8610a343237920e,11.1,8.6,2.5,71.5,,,,,
2024-08-01T03:29:08.286932174Z,eui-a8610a343237920e,11.1,8.5,2.4,71.5,,,,,
2024-08-01T03:38:57.342461871Z,eui-a8610a343237920e,7.5,9.9,3.3,88,9,,,,
2024-08-01T03:48:57.35151311Z,eui-a8610a343237920e,6.4,8.9,2.5,71.5,,,,,
2024-08-01T03:58:58.405731388Z,eui-a8610a343237920e,6.4,8.6,2.3,71.5,,,,,
2024-08-01T04:13:00.666963402Z,eui-a8610a343237920e,6.4,8.5,2.3,71.5,,,,,
2024-08-01T04:19:10.484359419Z,eui-a8610a343237920e,6.4,8.4,2.2,71.5,,,,,
2024-08-01T04:29:01.537204251Z,eui-a8610a343237920e,6.4,8.3,2.1,71.5,,,,,
2024-08-01T04:39:02.577639785Z,eui-a8610a343237920e,6.4,8.2,2,71.5,,,,,
